FlightId,Ordinal,LatitudeDegrees,LongitudeDegrees,AltitudeFeet,AirspeedKnots
308568006,5,47.48701283,-122.0425337,2000.0,530.0
308568006,6,47.72145409,-122.8623151,2000.0,530.0
308568006,7,47.99079468,-123.415903,2000.0,530.0
308571766,1,34.22000122,-84.66999818,20000.0,530.0
308571766,2,34.95911968,-85.3541711,6000.0,521.583
308571766,3,35.00493768,-85.41397726,14000.0,506.22
308571766,4,35.72280176,-86.09799166,2000.0,549.179
308571766,5,36.05739822,-86.47625402,2000.0,509.174
308571766,6,36.49305747,-87.07994459,2000.0,530.0
308571766,7,36.86064354,-87.48461503,2000.0,530.0
308571775,1,41.02999878,-73.16999817,25000.0,530.0
308571775,2,41.03424839,-73.16327919,7000.0,532.376
308571775,3,41.70268375,-72.07954222,9000.0,530.162
308571775,4,42.07298495,-71.59491785,3000.0,532.538
308571775,5,42.29626337,-71.02213989,5000.0,530.0
308571775,6,42.66267218,-70.5032246,3000.0,530.0
308571775,7,42.96042485,-69.99742725,3000.0,530.0
308571887,1,33.77000045,-83.37000275,21000.0,530.0
308571887,2,34.14398958,-82.62893119,3000.0,533.942
308571887,3,34.53381901,-82.01405839,3000.0,536.372
308571887,4,35.06392416,-81.49086136,3000.0,530.297
308571887,5,34.99632569,-80.75389137,3000.0,522.737
308571887,6,35.49853204,-80.4558347,3000.0,530.0
308571887,7,35.7813234,-79.960128,3000.0,530.0
308571956,1,35.58000183,-80.87000274,33000.0,530.0
308571956,2,36.04494495,-80.34828951,41000.0,527.219
308571956,3,36.54586774,-79.77815173,41000.0,529.757
308571956,4,37.24951324,-78.96268212,7000.0,527.651
308571956,5,38.08861579,-77.9669608,7000.0,527.651
308571956,6,38.55971573,-77.45866597,3000.0,532.214
308571956,7,38.92300174,-77.10780066,3000.0,527.651
308571956,8,39.20183181,-76.60462403,3000.0,530.0
308571956,9,39.5500084,-76.16835913,3000.0,530.0
308571960,1,35.27999879,-81.4300003,35000.0,530.0
308571960,2,36.09332473,-80.57106071,41000.0,524.789
308571960,3,36.57982161,-79.97521976,41000.0,527.894
308571960,4,37.17548731,-79.07325333,9000.0,530.162
308571960,5,38.05096148,-78.10888133,5000.0,527.57
308571960,6,38.62399516,-77.38373292,3000.0,530.0
308571960,7,38.85171196,-77.03522486,3000.0,527.678
308571960,8,39.1924843,-76.59246905,3000.0,530.0
308571960,9,39.53128277,-76.14404846,3000.0,530.0
308571967,1,33.88000106,-85.34999848,28000.0,530.0
308571967,2,35.97798491,-91.28780832,40000.0,527.084
308571967,3,38.90924286,-100.8478613,40000.0,532.43
308571967,4,39.12271367,-101.8409483,8000.0,527.489
308571967,5,39.57043789,-103.5467522,8000.0,532.268
308571967,6,39.7160282,-104.0750387,2000.0,525.41
308571967,7,39.93268768,-104.6795874,2000.0,530.108
308571967,8,40.00273587,-105.2761065,2000.0,530.0
308571967,9,40.14131315,-105.8808372,2000.0,530.0
308571991,1,32.54999923,-92.02999878,36000.0,530.0
308571991,2,32.58300635,-92.42357498,40000.0,530.054
308571991,3,32.64915702,-93.25055158,40000.0,530.054
308571991,4,32.71174135,-94.24454398,10000.0,537.695
308571991,5,32.82351924,-95.76119562,8000.0,540.341
308571991,6,33.00162507,-96.60673088,2000.0,527.624
308571991,7,32.82690638,-96.88036828,2000.0,527.543
308571991,8,32.92750796,-97.62795654,2000.0,530.0
308571991,9,32.95585778,-98.2182183,2000.0,530.0
308572001,1,32.65000153,-91.76999664,36000.0,530.0
308572001,2,32.69062475,-92.48968639,40000.0,530.189
308572001,3,32.73746145,-93.26006201,40000.0,532.457
308572001,4,32.784169,-94.17291484,10000.0,527.678
308572001,5,32.92538395,-95.77636349,6000.0,532.565
308572001,6,32.8779254,-96.4474907,2000.0,530.0
308572001,7,32.82767309,-97.11804221,2000.0,527.516
308572001,8,32.91391347,-97.62869601,2000.0,530.0
308572001,9,32.92866513,-98.21955639,2000.0,530.0
308572019,1,36.52000047,-83.50000001,35000.0,530.0
308572019,2,36.54727541,-83.49934108,41000.0,532.16
308572019,3,39.05389182,-83.35489287,41000.0,529.784
308572019,4,39.87746375,-83.41572914,9000.0,532.376
308572019,5,41.17487181,-83.38132037,9000.0,532.376
308572019,6,41.80755383,-83.44922044,5000.0,532.565
308572019,7,42.27688516,-83.42679003,3000.0,530.0
308572019,8,42.68868234,-83.33972844,3000.0,530.0
308572019,9,43.16398972,-83.32632949,3000.0,530.0
308572041,1,35.66999816,-80.69999694,25000.0,530.0
308572041,2,36.75780092,-79.43271309,41000.0,537.29
308572041,3,38.50528858,-77.14713976,41000.0,522.35
308572041,4,39.07659194,-76.39087149,9000.0,532.511
308572041,5,40.19678274,-74.80210331,9000.0,525.221
308572041,6,40.62614115,-74.88681492,3000.0,538.64
308572041,7,40.47461013,-74.21348687,3000.0,530.0
308572041,8,41.02053508,-73.70309039,3000.0,530.0
308572041,9,41.34627759,-73.2341956,3000.0,530.0
308572053,1,37.66999816,-77.73000336,39000.0,530.0
308572053,2,38.10386259,-77.38802747,41000.0,527.489
308572053,3,38.40081434,-76.93487457,41000.0,522.71
308572053,4,39.61169684,-75.45033845,3000.0,537.371
308572053,5,39.99063914,-75.02528485,9000.0,532.727
308572053,6,40.41310322,-74.67175522,3000.0,530.216
308572053,7,40.77128056,-74.32131768,5000.0,530.243
308572053,8,41.04345686,-73.73320033,3000.0,530.0
308572053,9,41.3921881,-73.29441046,3000.0,530.0
308572070,1,32.90000152,-84.12999726,23000.0,530.0
308572070,2,32.02343305,-83.63813723,39000.0,532.727
308572070,3,29.07906282,-81.78778308,41000.0,530.108
308572070,4,28.1894252,-81.37160996,11000.0,532.511
308572070,5,26.89861829,-80.65504064,9000.0,527.489
308572070,6,26.52292694,-80.39871241,5000.0,530.0
308572070,7,26.073,-80.153,3000.0,530.0
308572070,8,25.62260948,-79.90909751,3000.0,530.0
308572070,9,25.17178761,-79.66698659,3000.0,530.0
308572080,1,28.92000007,-82.62000274,37000.0,530.0
308572080,2,28.90988201,-82.61896903,41000.0,520.469
308572080,3,28.58853169,-82.39926079,39000.0,525.221
308572080,4,27.73573694,-81.57074674,7000.0,524.735
308572080,5,27.0033447,-80.94562656,9000.0,522.251
308572080,6,26.60004493,-80.47548743,3000.0,532.295
308572080,7,26.16141491,-80.29333755,5000.0,527.813
308572080,8,25.67261415,-79.81824702,3000.0,530.0
308572080,9,25.27145521,-79.4856828,3000.0,530.0
308572151,1,33.4300003,-85.65000154,28000.0,530.0
308572151,2,33.05898667,-86.61391869,38000.0,525.518
308572151,3,30.99538166,-91.93772026,40000.0,527.786
308572151,4,30.3782106,-93.64635193,8000.0,532.241
308572151,5,30.02780106,-94.32373464,8000.0,534.563
308572151,6,29.86909797,-94.69617407,4000.0,527.84
308572151,7,29.64482461,-95.36408754,2000.0,530.0
308572151,8,29.41902328,-95.79097725,2000.0,530.0
308572151,9,29.19129821,-96.30099127,2000.0,530.0
308572187,1,33.63000107,-84.87000275,18000.0,530.0
308572187,2,33.05610103,-86.71216513,40000.0,520.172
308572187,3,31.21150911,-91.92823147,40000.0,522.575
308572187,4,30.60199466,-93.74650343,8000.0,530.027
308572187,5,30.3940879,-94.27715011,4000.0,525.005
308572187,6,30.18476221,-94.81562655,2000.0,534.86
308572187,7,29.77506456,-95.26639788,2000.0,532.43
308572187,8,29.77618948,-95.86453358,2000.0,530.0
308572187,9,29.56656559,-96.38621328,2000.0,530.0
308572249,1,35.59999847,-78.93000031,37000.0,530.0
308572249,2,35.85061435,-78.71908514,41000.0,532.619
308572249,3,38.25457203,-76.62309643,41000.0,532.619
308572249,4,38.30750561,-76.61248568,9000.0,537.56
308572249,5,38.39722444,-76.59482726,9000.0,537.56
308572249,6,38.53348871,-76.57477955,9000.0,537.56
308572249,7,38.68948878,-76.55716383,9000.0,537.56
308572249,8,38.74060311,-76.49302335,3000.0,530.0
308572249,9,40.64,-73.779,3000.0,530.0
308572249,10,41.0088012,-73.37056734,3000.0,530.0
308572249,11,41.37593578,-72.95918598,3000.0,530.0
308572262,1,34.3199997,-113.9499969,40000.0,530.0
308572262,2,34.24798506,-114.1240647,40000.0,525.194
308572262,3,34.27137717,-114.6105239,40000.0,530.162
308572262,4,34.21898168,-115.3432356,4000.0,532.673
308572262,5,34.06747905,-117.0239066,10000.0,532.754
308572262,6,33.93027776,-117.8745338,6000.0,534.509
308572262,7,34.06070472,-118.5064222,4000.0,527.813
308572262,8,33.88241514,-118.9999827,2000.0,530.0
308572262,9,33.8206762,-119.5913276,2000.0,530.0
308572264,1,34.34999847,-114.6699982,38000.0,530.0
308572264,2,34.34716229,-114.6910992,8000.0,539.018
308572264,3,34.21899688,-115.742124,4000.0,523.718
308572264,4,34.07390905,-117.1269633,2000.0,530.0
308572264,5,33.8859847,-118.3120579,2000.0,527.489
308572264,6,33.86947283,-118.9978484,2000.0,530.0
308572264,7,33.79480228,-119.5869261,2000.0,530.0
308572269,1,35.02000046,-107.5199966,38000.0,530.0
308572269,2,34.74169163,-111.166341,40000.0,534.968
308572269,3,34.39063622,-114.7052521,40000.0,539.72
308572269,4,34.24909741,-115.5700609,6000.0,528.002
308572269,5,34.22876394,-115.6944967,8000.0,527.786
308572269,6,34.16546343,-116.4246457,8000.0,525.356
308572269,7,34.10286753,-117.1297777,8000.0,525.356
308572269,8,34.06861095,-117.9021388,4000.0,532.187
308572269,9,34.00615605,-118.4214957,2000.0,527.624
308572269,10,33.8622737,-118.9964794,2000.0,530.0
308572269,11,33.78041085,-119.5841147,2000.0,530.0
308572271,1,35.16999816,-95.94999696,38000.0,530.0
308572271,2,35.15355277,-100.6884194,40000.0,527.3
308572271,3,34.4200858,-114.6993858,40000.0,525.437
308572271,4,34.25135096,-115.5216238,6000.0,537.776
308572271,5,34.22420917,-115.7235777,8000.0,532.619
308572271,6,34.1460581,-117.0367556,2000.0,532.565
308572271,7,34.01271674,-118.4228768,4000.0,527.381
308572271,8,33.86748289,-118.9974831,2000.0,530.0
308572271,9,33.79082422,-119.586175,2000.0,530.0
308572290,1,35.09999847,-81.06999969,37000.0,530.0
308572290,2,36.90973322,-79.07394279,41000.0,522.683
308572290,3,38.65164133,-76.89514793,41000.0,522.575
308572290,4,39.14675947,-76.07848416,11000.0,530.108
308572290,5,40.05524667,-74.86480731,9000.0,532.376
308572290,6,40.394731,-74.42221893,5000.0,532.241
308572290,7,40.84774177,-73.94112255,3000.0,527.678
308572290,8,41.10739858,-73.41044187,3000.0,530.0
308572290,9,41.4360097,-72.94488999,3000.0,530.0
308572304,1,35.91999816,-79.41999817,33000.0,530.0
308572304,2,38.47624482,-76.8041283,41000.0,532.538
308572304,3,38.75173447,-76.57111817,11000.0,525.329
308572304,4,41.12808085,-73.4379459,3000.0,530.0
308572304,5,41.47743467,-72.99989749,3000.0,530.0
308572340,1,35.31999969,-89.80000305,36000.0,530.0
308572340,2,36.14125106,-90.76525693,40000.0,534.698
308572340,3,37.08222404,-91.8204965,40000.0,532.268
308572340,4,37.69868219,-92.57368594,10000.0,527.867
308572340,5,38.55820121,-93.75219607,6000.0,527.867
308572340,6,38.95710996,-94.19078127,2000.0,532.241
308572340,7,39.298,-94.714,2000.0,532.187
308572340,8,39.63685776,-95.16258038,2000.0,530.0
308572340,9,39.97400763,-95.61407469,2000.0,530.0
308572360,1,30.37999917,-82.72000122,25000.0,530.0
308572360,2,30.33734501,-82.68850529,11000.0,508.898
308572360,3,29.41990497,-82.01818711,7000.0,514.001
308572360,4,28.85906666,-81.67871919,3000.0,527.84
308572360,5,28.36759768,-81.32034431,3000.0,534.617
308572360,6,28.00403902,-81.00939201,3000.0,530.0
308572360,7,27.57832982,-80.71190573,3000.0,530.0
308572403,1,33.65000153,-85.22000122,24000.0,530.0
308572403,2,33.89420096,-86.08420443,40000.0,529.568
308572403,3,33.97909331,-86.31645164,36000.0,531.566
308572403,4,34.17723437,-87.0214491,8000.0,537.209
308572403,5,34.71494854,-88.77269559,4000.0,530.621
308572403,6,34.94825575,-89.24389481,6000.0,530.243
308572403,7,35.03075856,-89.89907793,2000.0,527.597
308572403,8,35.19753528,-90.54902509,2000.0,530.0
308572403,9,35.35101436,-91.12264794,2000.0,530.0
308572483,1,43.52999879,-89.16999816,36000.0,530.0
308572483,2,43.57389164,-89.29533662,40000.0,514.538
308572483,3,43.72164122,-89.68991787,38000.0,504.116
308572483,4,43.90200902,-90.31954033,2000.0,493.715
308572483,5,44.32416695,-91.54390783,6000.0,505.352
308572483,6,44.7903003,-93.08462604,4000.0,535.922
308572483,7,44.87636633,-93.07514032,4000.0,525.995
308572483,8,45.07259146,-93.82784555,2000.0,530.0
308572483,9,45.26101005,-94.43609414,2000.0,530.0
308572490,1,31.54999924,-87.48000335,34000.0,530.0
308572490,2,31.24220614,-87.98495215,4000.0,520.28
308572490,3,30.58924856,-89.21407471,6000.0,530.351
308572490,4,30.1330368,-89.86120217,2000.0,529.838
308572490,5,30.13401038,-90.08302884,2000.0,530.0
308572490,6,29.71522408,-90.73633492,2000.0,530.0
308572490,7,29.4358754,-91.21241189,2000.0,530.0
308572518,1,33.72000122,-87.15000153,36000.0,530.0
308572518,2,33.83124087,-87.72592551,40000.0,527.219
308572518,3,34.86472901,-93.77987524,40000.0,527.219
308572518,4,35.00189573,-94.70929682,8000.0,532.241
308572518,5,35.22492608,-96.3092983,8000.0,532.241
308572518,6,35.31666994,-97.0042106,2000.0,530.0
308572518,7,35.393,-97.601,2000.0,530.0
308572518,8,35.46716658,-98.19860261,2000.0,530.0
308572518,9,35.53916682,-98.79699683,2000.0,530.0
308572529,1,34.16999817,-84.48000336,18000.0,530.0
308572529,2,35.25437871,-84.81281995,38000.0,534.86
308572529,3,39.12410057,-86.44845206,40000.0,527.516
308572529,4,40.54241622,-87.25351971,6000.0,530.486
308572529,5,41.0039916,-87.44063768,8000.0,530.216
308572529,6,41.53129002,-87.51411636,6000.0,527.381
308572529,7,41.91884644,-87.83057882,2000.0,530.0
308572529,8,42.43124435,-88.12534963,2000.0,530.0
308572529,9,42.87902766,-88.34566547,2000.0,530.0
308572547,1,40.22999954,-85.55000306,24000.0,530.0
308572547,2,40.67953819,-86.15296376,2000.0,525.005
308572547,3,41.09946527,-86.6997885,4000.0,525.383
308572547,4,41.57905829,-87.45575917,2000.0,535.076
308572547,5,41.92489773,-88.0794936,2000.0,529.919
308572547,6,42.31389027,-88.37029247,2000.0,530.0
308572547,7,42.6439542,-88.83665415,2000.0,530.0
308572565,1,29.14999962,-82.58000183,35000.0,530.0
308572565,2,29.12335914,-82.55236794,41000.0,532.484
308572565,3,29.03863615,-82.46708672,39000.0,530.054
308572565,4,28.35786285,-81.90644343,9000.0,529.676
308572565,5,27.56569357,-81.03047963,7000.0,527.732
308572565,6,27.14043528,-80.52978703,5000.0,535.022
308572565,7,26.68424885,-80.17766565,7000.0,522.332
308572565,8,26.3052752,-79.72839434,3000.0,530.0
308572565,9,25.92660522,-79.36306947,3000.0,530.0
308572569,1,44.77999878,-117.4700012,38000.0,530.0
308572569,2,44.83896644,-117.8128141,40000.0,532.727
308572569,3,44.94160574,-118.4196253,40000.0,532.727
308572569,4,45.10854021,-119.4357616,8000.0,529.649
308572569,5,45.38140482,-121.1837184,8000.0,529.649
308572569,6,45.4944879,-121.943805,2000.0,530.0
308572569,7,45.589,-122.597,2000.0,530.0
308572569,8,45.68124195,-123.251482,2000.0,530.0
308572569,9,45.77121151,-123.9072243,2000.0,530.0
308572583,1,38.65000152,-76.77999878,25000.0,530.0
308572583,2,38.67856911,-76.74471668,13000.0,530.0
308572583,3,39.06327463,-76.2664014,13000.0,530.0
308572583,4,39.5268735,-75.68195361,3000.0,530.0
308572583,5,39.872,-75.241,3000.0,530.0
308572583,6,40.21542965,-74.79711865,3000.0,530.0
308572583,7,40.55714389,-74.35028993,3000.0,530.0
308572585,1,37.81999969,-77.55000306,31000.0,530.0
308572585,2,38.3242,-76.99568102,5000.0,529.568
308572585,3,39.05723605,-76.1753547,3000.0,529.865
308572585,4,39.5123915,-75.65841295,3000.0,527.435
308572585,5,39.81640704,-75.3382469,5000.0,525.14
308572585,6,40.23211767,-74.82027767,3000.0,530.0
308572585,7,40.59057276,-74.39662424,3000.0,530.0
308572602,1,35.22000122,-102.6699982,34000.0,530.0
308572602,2,35.11525583,-103.1796486,38000.0,530.0
308572602,3,34.21933937,-108.380664,40000.0,534.347
308572602,4,33.86397316,-110.3600933,6000.0,525.14
308572602,5,33.76374718,-110.8723455,6000.0,530.027
308572602,6,33.5076619,-111.2589815,6000.0,532.106
308572602,7,33.41782337,-112.0874266,2000.0,525.491
308572602,8,33.30467756,-112.5849009,2000.0,530.0
308572602,9,33.17329154,-113.1564852,2000.0,530.0
308572606,1,34.88000108,-108.8799972,40000.0,530.0
308572606,2,34.61616286,-109.4279823,10000.0,532.565
308572606,3,34.12053987,-110.6620917,8000.0,530.108
308572606,4,33.73461371,-111.5773716,2000.0,522.413
308572606,5,33.49374299,-112.0192449,2000.0,534.509
308572606,6,33.18668483,-112.5260526,2000.0,530.0
308572606,7,32.93758529,-113.037861,2000.0,530.0
308572687,1,34.45000076,-104.0199966,36000.0,530.0
308572687,2,34.41123207,-104.8042462,40000.0,530.378
308572687,3,34.27113277,-107.1363195,40000.0,527.948
308572687,4,34.26922837,-107.6049823,40000.0,528.137
308572687,5,33.41041844,-113.5184331,40000.0,530.378
308572687,6,33.44166822,-114.3104341,8000.0,525.194
308572687,7,33.46602341,-114.5517329,8000.0,525.194
308572687,8,33.08570858,-115.9804838,2000.0,530.0
308572687,9,32.79992597,-117.202952,2000.0,530.0
308572687,10,32.63256628,-117.7674464,2000.0,530.0
308572687,11,32.52903961,-118.3438572,2000.0,530.0
308572726,1,33.95000076,-85.94999696,28000.0,530.0
308572726,2,36.51528687,-91.75982643,40000.0,500.87
308572726,3,46.34477018,-118.2720513,40000.0,497.618
308572726,4,47.08327156,-120.6486506,8000.0,525.005
308572726,5,47.15202593,-121.2005471,8000.0,549.329
308572726,6,47.52078178,-121.4524931,2000.0,550.0
308572726,7,47.70967865,-121.3041412,2000.0,501.83
308572726,8,47.59395298,-122.9590967,2000.0,530.0
308572726,9,47.73564982,-123.6082182,2000.0,530.0
308572727,1,46.6800003,-120.6800003,24000.0,530.0
308572727,2,46.73982,-120.7919865,16000.0,538.55
308572727,3,46.91729454,-121.1759903,16000.0,530.0
308572727,4,47.3582453,-122.1266587,2000.0,530.0
308572727,5,47.49427986,-121.9892801,4000.0,521.27
308572727,6,47.70878456,-122.8755467,2000.0,530.0
308572727,7,47.96543761,-123.4422864,2000.0,530.0
308572734,1,37.72999954,-107.8499985,38000.0,530.0
308572734,2,37.80357271,-109.7996007,40000.0,522.575
308572734,3,37.88986042,-115.1416323,40000.0,522.575
308572734,4,37.88355134,-115.9650788,40000.0,522.575
308572734,5,37.8680299,-117.0796091,40000.0,522.575
308572734,6,37.77911187,-118.3677649,40000.0,522.575
308572734,7,37.77628613,-118.4063499,40000.0,522.575
308572734,8,37.74384928,-119.3805802,8000.0,532.673
308572734,9,37.68066672,-121.0408566,8000.0,532.673
308572734,10,37.64875264,-121.7592954,2000.0,530.0
308572734,11,37.619,-122.375,2000.0,530.0
308572734,12,37.58702982,-122.9903509,2000.0,530.0
308572734,13,37.55284321,-123.6053229,2000.0,530.0
308572736,1,37.84999847,-119.0299988,36000.0,530.0
308572736,2,37.74801443,-120.6268786,12000.0,530.0
308572736,3,37.71156808,-121.1464891,12000.0,530.0
308572736,4,37.66639001,-121.7610095,2000.0,530.0
308572736,5,37.619,-122.375,2000.0,530.0
308572736,6,37.56939969,-122.9884362,2000.0,530.0
308572736,7,37.51759082,-123.6012938,2000.0,530.0
308572741,1,38.4300003,-112.5800018,38000.0,530.0
308572741,2,38.37420874,-113.6250428,40000.0,537.128
308572741,3,38.0145528,-118.4304536,40000.0,534.941
308572741,4,37.92612834,-119.3991327,8000.0,535.211
308572741,5,37.76235102,-121.0504063,6000.0,537.587
308572741,6,37.60821394,-121.8297982,2000.0,532.457
308572741,7,37.56658926,-122.2748842,4000.0,532.484
308572741,8,37.54934201,-122.9852664,2000.0,530.0
308572741,9,37.47748834,-123.5947298,2000.0,530.0
308572762,1,37.08000182,-98.25000001,38000.0,530.0
308572762,2,37.54171023,-99.7063572,40000.0,525.302
308572762,3,39.93856852,-108.0906145,40000.0,525.302
308572762,4,40.48632335,-110.3284257,12000.0,527.678
308572762,5,40.57137623,-110.85534,8000.0,530.054
308572762,6,40.60238384,-111.2802215,2000.0,532.16
308572762,7,40.83791633,-112.0630052,2000.0,530.189
308572762,8,40.92149055,-112.5890967,2000.0,530.0
308572762,9,41.05280026,-113.2017751,2000.0,530.0
308572767,1,39.72999955,-110.5199966,32000.0,530.0
308572767,2,39.75079908,-110.4583079,12000.0,523.97
308572767,3,40.34738323,-111.2417349,16000.0,535.382
308572767,4,40.52120255,-111.6286848,2000.0,532.466
308572767,5,40.71065596,-111.3075388,2000.0,533.591
308572767,6,41.11687343,-112.4424831,2000.0,530.0
308572767,7,41.44395469,-112.9099588,2000.0,530.0
308572768,1,38.43000031,-115.9300003,38000.0,530.0
308572768,2,38.48617868,-116.8568895,40000.0,534.779
308572768,3,38.52698346,-117.5887472,40000.0,534.779
308572768,4,38.62750599,-119.7073848,8000.0,530.405
308572768,5,38.6527054,-120.3463814,8000.0,530.405
308572768,6,38.67496877,-120.9685664,2000.0,530.0
308572768,7,38.695,-121.591,2000.0,530.0
308572768,8,38.71279841,-122.2136562,2000.0,530.0
308572768,9,38.72836343,-122.8365088,2000.0,530.0
308572812,1,31.17000007,-84.26999663,33000.0,530.0
308572812,2,30.97812937,-84.16243538,35000.0,550.0
308572812,3,30.75518722,-83.98115118,37000.0,550.0
308572812,4,30.62176588,-83.91922168,7000.0,507.821
308572812,5,30.1426464,-83.6591701,3000.0,499.532
308572812,6,29.11433683,-83.11159284,5000.0,527.786
308572812,7,28.01226558,-82.21918768,3000.0,539.828
308572812,8,27.52096884,-82.29500991,3000.0,530.0
308572812,9,27.06640971,-82.05881156,3000.0,530.0
308572833,1,32.33000183,-108.4300003,36000.0,530.0
308572833,2,32.21925292,-109.0679494,14000.0,541.133
308572833,3,31.96230184,-110.0479533,16000.0,537.992
308572833,4,32.02254593,-110.4126258,6000.0,525.086
308572833,5,32.17576742,-110.8069459,4000.0,521.234
308572833,6,32.06052489,-111.524166,2000.0,530.0
308572833,7,32.00291883,-112.1067583,2000.0,530.0
308576506,1,35.97000123,-86.66999817,27000.0,530.0
308576506,2,35.38283369,-85.94125272,3000.0,550.0
308576506,3,34.78931791,-85.5116647,7000.0,547.813
308576506,4,34.60544781,-85.27335042,5000.0,530.0
308576506,5,33.69329519,-84.42539216,3000.0,527.3
308576506,6,33.24505315,-84.06465849,3000.0,530.0
308576506,7,32.85189362,-83.7038242,3000.0,530.0
308576551,1,38.47999955,-97.69999695,40000.0,530.0
308576551,2,38.79281599,-99.14341876,40000.0,524.951
308576551,3,39.18553116,-100.7796503,40000.0,522.413
308576551,4,39.37099228,-101.7079187,8000.0,537.479
308576551,5,39.623639,-103.3455995,8000.0,537.533
308576551,6,39.80851251,-104.2379612,2000.0,529.838
308576551,7,39.85713113,-104.7613431,4000.0,527.84
308576551,8,39.9685673,-105.2878069,2000.0,530.0
308576551,9,40.07293781,-105.9038632,2000.0,530.0
308576575,1,38.0699997,-78.01999665,35000.0,530.0
308576575,2,38.59336332,-77.36370475,41000.0,520.712
308576575,3,38.62477692,-77.24985069,37000.0,520.604
308576575,4,39.26454348,-76.38685377,9000.0,532.43
308576575,5,40.01029962,-75.20702448,7000.0,532.808
308576575,6,40.37888889,-74.64989924,3000.0,530.0
308576575,7,40.693,-74.169,5000.0,532.241
308576575,8,41.00529188,-73.6851613,3000.0,530.0
308576575,9,41.31574912,-73.19836855,3000.0,530.0
308576594,1,34.9300003,-91.30000305,36000.0,530.0
308576594,2,33.45702145,-92.47894457,40000.0,535.157
308576594,3,32.56565216,-93.3194653,40000.0,535.157
308576594,4,32.12389028,-93.77206688,4000.0,531.944
308576594,5,30.74947722,-94.79662799,4000.0,532.781
308576594,6,30.27178656,-95.16681848,2000.0,532.187
308576594,7,29.99747155,-95.32552213,2000.0,530.486
308576594,8,29.56835507,-95.65978988,2000.0,530.0
308576594,9,29.15181662,-95.97633785,2000.0,530.0
308576601,1,38.04999923,-85.59999848,29000.0,530.0
308576601,2,38.70900176,-83.24196813,41000.0,522.791
308576601,3,40.00819421,-77.84705324,41000.0,520.064
308576601,4,40.21764192,-76.82379868,7000.0,527.813
308576601,5,40.41325031,-75.00699184,7000.0,522.521
308576601,6,40.50607487,-74.23351437,3000.0,532.268
308576601,7,40.50231107,-73.64728468,3000.0,532.484
308576601,8,40.7498115,-73.16065319,3000.0,530.0
308576601,9,40.85741925,-72.54099602,3000.0,530.0
308576618,1,37.83000184,-80.22000123,27000.0,530.0
308576618,2,38.57691316,-78.91454273,41000.0,547.651
