airport,time,count
KORD,0.085278,0.5
KPHL,0.085278,1.5
KPHX,0.085278,0.8
KRSW,0.085278,0.3
KSAN,0.085278,0.8
KSFO,0.085278,0.5
KSMF,0.085278,0.3
KTPA,0.085278,0.8
KTUL,0.085278,0.5
KATL,0.101944,1.8
KBOS,0.101944,0.8
KBUR,0.101944,0.5
KBWI,0.101944,0.2
KCLE,0.101944,0.5
KCVG,0.101944,0.3
KDAL,0.101944,0.5
KDEN,0.101944,1.0
KDFW,0.101944,1.0
KDTW,0.101944,0.7
KELP,0.101944,0.5
KEWR,0.101944,0.8
KIAH,0.101944,1.5
KIND,0.101944,0.2
KLAX,0.101944,0.2
KLGA,0.101944,0.5
KMCO,0.101944,0.2
KMDW,0.101944,0.2
KMIA,0.101944,0.5
KMKE,0.101944,0.3
KMSP,0.101944,0.2
KONT,0.101944,0.2
KORD,0.101944,1.5
KPHL,0.101944,0.3
KPHX,0.101944,0.5
KRDU,0.101944,0.5
KSAN,0.101944,0.2
KSEA,0.101944,0.5
KSFO,0.101944,0.5
KSJC,0.101944,0.5
KSMF,0.101944,0.3
KTPA,0.101944,0.3
KTUS,0.101944,0.2
KATL,0.118611,1.1
KBNA,0.118611,0.7
KCLE,0.118611,0.2
KCVG,0.118611,0.5
KDCA,0.118611,0.8
KDEN,0.118611,1.0
KDFW,0.118611,1.0
KDTW,0.118611,1.2
KEWR,0.118611,0.2
KFLL,0.118611,0.2
KHOU,0.118611,0.8
KIAH,0.118611,1.3
KIND,0.118611,0.2
KJFK,0.118611,0.8
KLAX,0.118611,0.7
KLGA,0.118611,0.8
KMCO,0.118611,0.5
KMIA,0.118611,0.7
KMSP,0.118611,1.0
KORD,0.118611,3.0
KPHL,0.118611,2.3
KPHX,0.118611,1.0
KRSW,0.118611,0.3
KSDF,0.118611,0.3
KSEA,0.118611,0.8
KSFO,0.118611,0.8
KSTL,0.118611,0.3
KTPA,0.118611,1.0
KTUL,0.118611,0.5
KATL,0.135278,0.7
KBOS,0.135278,0.5
KBUR,0.135278,0.8
KBWI,0.135278,1.0
KCLT,0.135278,0.5
KDAL,0.135278,0.5
KDCA,0.135278,1.3
KDEN,0.135278,0.9
KDFW,0.135278,1.7
KDTW,0.135278,0.8
KFLL,0.135278,0.5
KIAH,0.135278,1.5
KIND,0.135278,0.5
KJFK,0.135278,0.3
KLAX,0.135278,0.3
KLGA,0.135278,0.2
KMCO,0.135278,0.5
KMEM,0.135278,0.3
KMIA,0.135278,0.3
KMSP,0.135278,1.3
KORD,0.135278,1.0
KPHL,0.135278,0.5
KPHX,0.135278,1.0
KSAN,0.135278,0.8
KSEA,0.135278,0.8
KSFO,0.135278,1.0
KSNA,0.135278,0.2
KABQ,0.151944,0.3
KATL,0.151944,1.3
KBOS,0.151944,0.7
KBUR,0.151944,0.2
KBWI,0.151944,0.2
KCLT,0.151944,0.3
KCMH,0.151944,0.2
KDCA,0.151944,0.9
KDEN,0.151944,1.8
KDFW,0.151944,1.7
KDSM,0.151944,0.3
KDTW,0.151944,1.8
KFLL,0.151944,0.5
KIAD,0.151944,0.3
KIAH,0.151944,1.2
KLAX,0.151944,1.7
KLGA,0.151944,1.0
KMCI,0.151944,0.2
KMCO,0.151944,0.8
KMIA,0.151944,0.8
KMKE,0.151944,0.5
KMSP,0.151944,1.8
KOAK,0.151944,0.3
KORD,0.151944,1.5
KPDX,0.151944,0.2
KPHL,0.151944,0.5
KPHX,0.151944,0.6
KSAN,0.151944,0.5
KSDF,0.151944,0.5
KSFO,0.151944,0.7
KTPA,0.151944,0.5
KATL,0.168611,1.6
KBNA,0.168611,0.8
KBWI,0.168611,0.5
KCLT,0.168611,0.2
KCVG,0.168611,0.5
KDEN,0.168611,0.8
KDFW,0.168611,0.8
KDTW,0.168611,0.3
KEWR,0.168611,0.5
KFLL,0.168611,0.7
KIAH,0.168611,1.5
KJFK,0.168611,0.7
KLAX,0.168611,1.2
KLGA,0.168611,0.2
KMCO,0.168611,0.2
KMEM,0.168611,0.3
KMIA,0.168611,0.2
KMSP,0.168611,1.2
KONT,0.168611,0.3
KORD,0.168611,1.2
KPDX,0.168611,0.5
KPHL,0.168611,1.4
KPHX,0.168611,0.7
KRDU,0.168611,0.2
KSAN,0.168611,0.5
KSFO,0.168611,0.5
KSLC,0.168611,0.5
KSTL,0.168611,0.5
KTPA,0.168611,0.2
KTUL,0.168611,0.3
KABQ,0.185278,0.3
KATL,0.185278,1.2
KBNA,0.185278,0.2
KBOS,0.185278,0.2
KBWI,0.185278,1.0
KDCA,0.185278,0.8
KDEN,0.185278,0.4
KDFW,0.185278,0.5
KDTW,0.185278,1.8
KEWR,0.185278,0.7
KHOU,0.185278,0.3
KIAH,0.185278,2.0
KIND,0.185278,0.5
KLAX,0.185278,0.4
KLGA,0.185278,0.8
KMCO,0.185278,0.5
KMDW,0.185278,0.7
KMIA,0.185278,1.1
KMKE,0.185278,0.2
KMSP,0.185278,1.1
KMSY,0.185278,0.7
KOAK,0.185278,0.5
KORD,0.185278,1.5
KPBI,0.185278,0.3
KPHL,0.185278,0.3
KPHX,0.185278,1.2
KRSW,0.185278,1.1
KSAN,0.185278,0.3
KSFO,0.185278,0.7
KSTL,0.185278,0.3
KTPA,0.185278,0.3
KATL,0.201944,1.6
KBOS,0.201944,0.5
KCID,0.201944,0.5
KCLE,0.201944,0.5
KCLT,0.201944,0.2
KCVG,0.201944,0.5
KDCA,0.201944,0.2
KDEN,0.201944,0.3
KDFW,0.201944,1.0
KDSM,0.201944,0.5
KDTW,0.201944,1.2
KEWR,0.201944,0.2
KFLL,0.201944,0.3
KHOU,0.201944,0.3
KIAH,0.201944,1.0
KIND,0.201944,0.5
KJFK,0.201944,1.2
KLAX,0.201944,0.7
KLGA,0.201944,0.3
KMCO,0.201944,0.5
KMDW,0.201944,0.2
KMIA,0.201944,0.5
KMKE,0.201944,0.3
KMSP,0.201944,0.2
KORD,0.201944,1.4
KPHL,0.201944,0.8
KPHX,0.201944,1.0
KSAN,0.201944,0.2
KSFO,0.201944,0.5
KSTL,0.201944,0.5
KTPA,0.201944,0.5
KTUS,0.201944,0.2
KABQ,0.218611,0.5
KATL,0.218611,1.8
KBNA,0.218611,0.5
KBOS,0.218611,0.7
KBUR,0.218611,0.5
KCVG,0.218611,0.5
KDCA,0.218611,0.5
KDEN,0.218611,0.2
KDFW,0.218611,0.7
KDTW,0.218611,1.0
KIND,0.218611,0.5
KLAX,0.218611,0.6
KLGA,0.218611,0.2
KMCI,0.218611,0.5
KMCO,0.218611,0.8
KMSP,0.218611,1.3
KOKC,0.218611,0.3
KONT,0.218611,0.5
KORD,0.218611,0.9
KPHL,0.218611,1.0
KPHX,0.218611,1.0
KSAN,0.218611,1.0
KSFO,0.218611,0.3
KSJC,0.218611,0.2
KSLC,0.218611,0.2
KSNA,0.218611,0.5
KSTL,0.218611,0.3
KTPA,0.218611,0.5
KATL,0.235278,1.3
KBNA,0.235278,0.5
KBOS,0.235278,0.7
KBWI,0.235278,0.8
KDCA,0.235278,1.0
KDEN,0.235278,0.6
KDFW,0.235278,0.7
KDTW,0.235278,1.5
KEWR,0.235278,0.2
KFLL,0.235278,0.2
KHOU,0.235278,0.2
KIAH,0.235278,2.2
KLAX,0.235278,0.5
KLGA,0.235278,0.5
KMEM,0.235278,0.2
KMSP,0.235278,0.2
KORD,0.235278,2.1
KPHL,0.235278,0.3
KPHX,0.235278,0.8
KRSW,0.235278,0.3
KSAN,0.235278,0.8
KSEA,0.235278,0.8
KSFO,0.235278,1.4
KSTL,0.235278,0.5
KTPA,0.235278,0.7
KATL,0.251944,1.2
KBNA,0.251944,0.2
KBOS,0.251944,0.7
KCLE,0.251944,0.3
KCMH,0.251944,0.8
KDCA,0.251944,0.3
KDEN,0.251944,0.7
KDFW,0.251944,1.8
KDTW,0.251944,0.7
KFLL,0.251944,0.5
KHOU,0.251944,0.2
KIAH,0.251944,0.5
KIND,0.251944,0.2
KLAX,0.251944,1.5
KLGA,0.251944,0.8
KLIT,0.251944,0.3
KMCI,0.251944,0.5
KMCO,0.251944,0.8
KMDW,0.251944,0.2
KMKE,0.251944,0.5
KMSP,0.251944,0.6
KMSY,0.251944,0.3
KOAK,0.251944,0.3
KOKC,0.251944,0.5
KORD,0.251944,1.1
KPBI,0.251944,0.5
KPDX,0.251944,0.2
KPHL,0.251944,0.7
KPHX,0.251944,0.7
KRDU,0.251944,0.5
KRSW,0.251944,0.5
KSAN,0.251944,0.2
KSEA,0.251944,0.5
KSJC,0.251944,0.5
KSLC,0.251944,0.5
KSTL,0.251944,0.3
KTPA,0.251944,0.5
KATL,0.268611,1.5
KBOS,0.268611,0.5
KCLE,0.268611,0.2
KCLT,0.268611,0.5
KDAL,0.268611,0.2
KDCA,0.268611,0.2
KDEN,0.268611,0.8
KDFW,0.268611,0.9
KDTW,0.268611,0.8
KIAH,0.268611,0.5
KIND,0.268611,0.8
KLAX,0.268611,0.2
KLGA,0.268611,0.7
KMCO,0.268611,0.5
KMDW,0.268611,0.5
KMEM,0.268611,0.2
KMIA,0.268611,0.5
KMSP,0.268611,1.3
KORD,0.268611,1.0
KPDX,0.268611,0.2
KPHL,0.268611,0.3
KPHX,0.268611,1.0
KRDU,0.268611,0.7
KSAN,0.268611,1.1
KSEA,0.268611,0.2
KSFO,0.268611,1.4
KSNA,0.268611,0.5
KTPA,0.268611,0.3
KATL,0.285278,1.0
KBNA,0.285278,0.5
KBOS,0.285278,0.2
KBWI,0.285278,0.5
KDCA,0.285278,1.0
KDEN,0.285278,1.3
KDFW,0.285278,0.5
KDTW,0.285278,1.4
KEWR,0.285278,0.2
KFLL,0.285278,0.3
KIAD,0.285278,0.7
KIAH,0.285278,1.0
KLAX,0.285278,1.5
KLGA,0.285278,0.3
KMCI,0.285278,0.2
KMDW,0.285278,0.7
KMSP,0.285278,0.7
KORD,0.285278,1.7
KPHL,0.285278,1.0
KPHX,0.285278,0.5
KRDU,0.285278,0.3
KSAN,0.285278,0.2
KSEA,0.285278,0.8
KSFO,0.285278,1.0
KSNA,0.285278,0.5
KTPA,0.285278,0.5
KATL,0.301944,1.7
KBOS,0.301944,0.5
KBUR,0.301944,0.3
KBWI,0.301944,0.3
KCMH,0.301944,0.7
KDCA,0.301944,0.7
KDEN,0.301944,0.5
KDFW,0.301944,1.7
KDTW,0.301944,1.0
KEWR,0.301944,0.7
KFAT,0.301944,0.2
KIAD,0.301944,0.3
KIAH,0.301944,1.0
KLAX,0.301944,0.8
KLGA,0.301944,1.3
KMCI,0.301944,0.2
KMDW,0.301944,0.5
KMKE,0.301944,0.3
KMSP,0.301944,0.9
KOKC,0.301944,0.5
KORD,0.301944,1.4
KPDX,0.301944,0.2
KPHL,0.301944,1.4
KPHX,0.301944,0.8
KRSW,0.301944,0.3
KSEA,0.301944,0.2
KSFO,0.301944,0.3
KSNA,0.301944,0.3
KSTL,0.301944,0.2
KATL,0.318611,1.5
KBUR,0.318611,0.5
KCID,0.318611,0.2
KCLT,0.318611,0.5
KDCA,0.318611,0.5
KDEN,0.318611,0.7
KDFW,0.318611,1.2
KDTW,0.318611,1.0
KIAD,0.318611,0.5
KIAH,0.318611,1.0
KLAX,0.318611,0.5
KLGA,0.318611,0.4
KMCO,0.318611,0.9
KMSP,0.318611,1.2
KOAK,0.318611,0.5
KORD,0.318611,2.3
KPDX,0.318611,0.3
KPHL,0.318611,1.6
KPHX,0.318611,0.2
KSAN,0.318611,0.5
KSFO,0.318611,0.5
KSLC,0.318611,0.3
KSNA,0.318611,0.3
KSTL,0.318611,1.0
KTPA,0.318611,0.2
KTUL,0.318611,0.5
KXNA,0.318611,0.3
KATL,0.335278,2.5
KBOS,0.335278,0.8
KBUR,0.335278,0.5
KBWI,0.335278,0.2
KCMH,0.335278,0.5
KDAL,0.335278,0.2
KDCA,0.335278,1.0
KDEN,0.335278,0.8
KDFW,0.335278,1.5
KDTW,0.335278,1.0
KEWR,0.335278,0.5
KFLL,0.335278,0.3
KHOU,0.335278,1.0
KIAH,0.335278,1.8
KJFK,0.335278,0.9
KLAX,0.335278,1.1
KLGA,0.335278,0.5
KLGB,0.335278,0.5
KLIT,0.335278,0.5
KMCO,0.335278,0.3
KMDW,0.335278,0.3
KMSP,0.335278,0.2
KOKC,0.335278,0.5
KORD,0.335278,1.8
KPHL,0.335278,1.0
KPHX,0.335278,0.5
KRSW,0.335278,0.2
KSAN,0.335278,0.2
KSFO,0.335278,0.6
KSJC,0.335278,0.3
KSTL,0.335278,0.2
KTPA,0.335278,0.5
KATL,0.351944,0.5
KBOS,0.351944,0.5
KCLT,0.351944,0.3
KCMH,0.351944,0.3
KCVG,0.351944,0.2
KDAL,0.351944,0.5
KDCA,0.351944,0.7
KDEN,0.351944,0.9
KDFW,0.351944,0.2
KDTW,0.351944,1.7
KFLL,0.351944,0.5
KIAD,0.351944,0.5
KIAH,0.351944,1.0
KIND,0.351944,0.8
KLAX,0.351944,0.6
KLGA,0.351944,0.2
KLGB,0.351944,0.2
KMCO,0.351944,0.5
KMSP,0.351944,1.2
KOAK,0.351944,0.3
KORD,0.351944,2.1
KPDX,0.351944,0.8
KPHL,0.351944,0.5
KPHX,0.351944,1.3
KPSP,0.351944,0.3
KRDU,0.351944,0.3
KSAN,0.351944,0.2
KSEA,0.351944,0.3
KSFO,0.351944,0.5
KSJC,0.351944,0.8
KSNA,0.351944,0.3
KTUL,0.351944,0.5
KATL,0.368611,1.8
KBOS,0.368611,0.2
KCID,0.368611,0.3
KCLT,0.368611,0.7
KCMH,0.368611,0.5
KDCA,0.368611,0.3
KDEN,0.368611,1.3
KDTW,0.368611,1.0
KEWR,0.368611,0.5
KFLL,0.368611,0.3
KIAD,0.368611,0.3
KIAH,0.368611,0.8
KLAX,0.368611,0.5
KLGA,0.368611,0.3
KMCI,0.368611,0.3
KMCO,0.368611,0.8
KMIA,0.368611,0.2
KMKE,0.368611,0.3
KMSP,0.368611,1.3
KMSY,0.368611,0.5
KORD,0.368611,0.3
KPDX,0.368611,0.3
KPHL,0.368611,0.7
KSAN,0.368611,1.1
KSEA,0.368611,0.2
KSFO,0.368611,1.6
KSLC,0.368611,0.5
KSTL,0.368611,0.2
KTPA,0.368611,0.3
KTUS,0.368611,0.3
KATL,0.385278,0.8
KBNA,0.385278,0.2
KBOS,0.385278,0.5
KBWI,0.385278,0.7
KDAL,0.385278,0.5
KDCA,0.385278,1.0
KDEN,0.385278,0.6
KDFW,0.385278,0.8
KDTW,0.385278,1.5
KEWR,0.385278,0.5
KFLL,0.385278,0.5
KHOU,0.385278,0.2
KIND,0.385278,0.3
KLAX,0.385278,1.0
KLGA,0.385278,1.3
KLIT,0.385278,0.3
KMCO,0.385278,0.5
KMSP,0.385278,2.0
KMSY,0.385278,0.3
KOAK,0.385278,0.5
KORD,0.385278,2.2
KPHX,0.385278,0.8
KSDF,0.385278,0.5
KSEA,0.385278,0.7
KSFO,0.385278,0.8
KATL,0.401944,1.5
KBOS,0.401944,0.4
KBUR,0.401944,0.2
KCLE,0.401944,0.5
KCLT,0.401944,1.0
KDCA,0.401944,0.5
KDEN,0.401944,1.3
KDFW,0.401944,0.8
KDTW,0.401944,0.3
KELP,0.401944,0.3
KEWR,0.401944,0.2
KFLL,0.401944,0.5
KIAH,0.401944,1.3
KJFK,0.401944,0.2
KLAX,0.401944,0.2
KLGA,0.401944,0.5
KLIT,0.401944,0.5
KMCO,0.401944,1.0
KMDW,0.401944,0.8
KMSP,0.401944,0.7
KOAK,0.401944,0.5
KOKC,0.401944,0.3
KONT,0.401944,0.3
KORD,0.401944,1.8
KPDX,0.401944,0.5
KPHL,0.401944,0.2
KPHX,0.401944,0.3
KPSP,0.401944,0.3
KRDU,0.401944,0.5
KRSW,0.401944,0.2
KSAN,0.401944,0.2
KSDF,0.401944,0.2
KSEA,0.401944,0.8
KSFO,0.401944,0.3
KSTL,0.401944,0.2
KATL,0.418611,0.3
KBNA,0.418611,0.5
KBOS,0.418611,0.2
KBWI,0.418611,0.5
KCLT,0.418611,0.7
KDAL,0.418611,0.8
KDCA,0.418611,0.2
KDEN,0.418611,0.5
KDFW,0.418611,1.1
KDTW,0.418611,1.2
KEWR,0.418611,0.5
KIAD,0.418611,0.2
KIAH,0.418611,1.0
KLAX,0.418611,0.8
KLGB,0.418611,0.5
KMDW,0.418611,0.2
KMIA,0.418611,0.2
KMSP,0.418611,0.5
KMSY,0.418611,0.5
KOAK,0.418611,0.3
KOKC,0.418611,0.5
KORD,0.418611,2.9
KPDX,0.418611,0.9
KPHL,0.418611,1.0
KPHX,0.418611,0.2
KSAN,0.418611,0.5
KSEA,0.418611,1.0
KSFO,0.418611,0.8
KSJC,0.418611,0.5
KTUL,0.418611,0.3
KABQ,0.435278,0.3
KATL,0.435278,1.3
KBNA,0.435278,0.2
KBOS,0.435278,0.5
KCVG,0.435278,0.2
KDCA,0.435278,0.5
KDEN,0.435278,0.8
KDFW,0.435278,1.0
KDSM,0.435278,0.5
KDTW,0.435278,1.5
KELP,0.435278,0.2
KEWR,0.435278,0.2
KIAD,0.435278,0.7
KIAH,0.435278,2.2
KLAX,0.435278,0.5
KLGA,0.435278,0.5
KMCI,0.435278,0.3
KMDW,0.435278,0.5
KMIA,0.435278,0.3
KMSP,0.435278,1.8
KOKC,0.435278,0.3
KONT,0.435278,0.5
KORD,0.435278,1.1
KPBI,0.435278,0.3
KPDX,0.435278,0.5
KPHL,0.435278,0.5
KPHX,0.435278,0.2
KPSP,0.435278,0.5
KRDU,0.435278,0.5
KSAN,0.435278,0.5
KSEA,0.435278,0.2
KSFO,0.435278,1.3
KTPA,0.435278,0.7
KATL,0.451944,1.2
KBNA,0.451944,0.2
KBOS,0.451944,0.3
KBWI,0.451944,0.5
KCLT,0.451944,0.2
KDAL,0.451944,0.2
KDCA,0.451944,0.7
KDFW,0.451944,1.3
KDTW,0.451944,0.5
KFLL,0.451944,0.2
KHOU,0.451944,0.5
KIAH,0.451944,0.8
KLAX,0.451944,0.7
KLGA,0.451944,1.0
KMCI,0.451944,0.5
KMCO,0.451944,0.7
KMDW,0.451944,0.2
KMEM,0.451944,0.5
KMIA,0.451944,0.7
KMSP,0.451944,1.8
KOAK,0.451944,0.3
KOKC,0.451944,0.5
KORD,0.451944,2.2
KPDX,0.451944,0.3
KPHL,0.451944,0.5
KRSW,0.451944,0.2
KSDF,0.451944,0.2
KSFO,0.451944,0.7
KSLC,0.451944,0.5
KSNA,0.451944,0.5
KSTL,0.451944,0.3
KTPA,0.451944,0.3
KABQ,0.468611,0.5
KATL,0.468611,1.0
KBUR,0.468611,0.3
KCID,0.468611,0.3
KCLT,0.468611,0.5
KDCA,0.468611,0.3
KDEN,0.468611,1.7
KDFW,0.468611,0.8
KDSM,0.468611,0.5
KDTW,0.468611,1.2
KIAH,0.468611,1.1
KIND,0.468611,0.3
KJFK,0.468611,0.2
KLAX,0.468611,1.0
KLGA,0.468611,0.3
KMCO,0.468611,0.5
KMDW,0.468611,0.8
KMIA,0.468611,0.5
KMSP,0.468611,0.5
KOKC,0.468611,0.2
KORD,0.468611,2.9
KPDX,0.468611,0.5
KPHL,0.468611,0.3
KPHX,0.468611,0.8
KRDU,0.468611,0.5
KRSW,0.468611,0.2
KSAN,0.468611,0.2
KSDF,0.468611,0.3
KSEA,0.468611,0.2
KSFO,0.468611,0.5
KSNA,0.468611,0.2
KTPA,0.468611,0.7
KTUS,0.468611,0.2
KABQ,0.485278,0.5
KATL,0.485278,1.7
KBNA,0.485278,0.3
KBOS,0.485278,0.8
KBWI,0.485278,0.5
KCLT,0.485278,0.4
KDCA,0.485278,1.0
KDEN,0.485278,0.6
KDFW,0.485278,2.0
KDSM,0.485278,0.2
KDTW,0.485278,1.3
KEWR,0.485278,0.2
KFLL,0.485278,0.2
KHOU,0.485278,0.5
KIAD,0.485278,0.2
KIAH,0.485278,1.0
KIND,0.485278,0.7
KJFK,0.485278,0.3
KLAX,0.485278,1.3
KLGA,0.485278,0.5
KLIT,0.485278,0.2
KMCO,0.485278,1.2
KMIA,0.485278,0.2
KMKE,0.485278,0.5
KMSP,0.485278,0.7
KOAK,0.485278,0.5
KORD,0.485278,1.6
KPDX,0.485278,0.3
KPHL,0.485278,0.4
KPHX,0.485278,0.3
KSEA,0.485278,0.3
KSFO,0.485278,1.0
KSJC,0.485278,0.2
KSNA,0.485278,0.8
KTUS,0.485278,0.5
KATL,0.501944,0.5
KBNA,0.501944,1.0
KBOS,0.501944,0.2
KBWI,0.501944,1.0
KCLT,0.501944,0.8
KCMH,0.501944,0.2
KCVG,0.501944,0.2
KDCA,0.501944,0.7
KDEN,0.501944,1.0
KDFW,0.501944,1.0
KDTW,0.501944,1.4
KHOU,0.501944,0.7
KIAD,0.501944,0.5
KIAH,0.501944,0.5
KIND,0.501944,0.2
KLAX,0.501944,1.0
KLGA,0.501944,0.5
KLIT,0.501944,0.2
KMDW,0.501944,0.4
KMIA,0.501944,0.8
KMKE,0.501944,0.2
KMSP,0.501944,0.7
KORD,0.501944,1.5
KPDX,0.501944,0.7
KPHL,0.501944,1.0
KPHX,0.501944,1.0
KSAN,0.501944,0.8
KSFO,0.501944,0.3
KSNA,0.501944,0.8
KSTL,0.501944,0.3
KTPA,0.501944,0.2
KABQ,0.518611,0.2
KATL,0.518611,2.0
KBOS,0.518611,0.3
KCLT,0.518611,0.7
KCOS,0.518611,0.5
KCVG,0.518611,0.5
KDCA,0.518611,0.2
KDEN,0.518611,0.3
KDFW,0.518611,0.7
KDTW,0.518611,0.5
KELP,0.518611,0.3
KEWR,0.518611,0.7
KFLL,0.518611,0.5
KIAH,0.518611,0.3
KJFK,0.518611,0.5
KLAX,0.518611,0.8
KLGA,0.518611,0.2
KMCO,0.518611,0.2
KMEM,0.518611,0.2
KMSP,0.518611,1.5
KOAK,0.518611,0.3
KORD,0.518611,2.4
KPBI,0.518611,0.3
KPHL,0.518611,0.3
KRDU,0.518611,0.3
KRSW,0.518611,0.5
KSEA,0.518611,0.3
KSFO,0.518611,0.5
KSJC,0.518611,0.5
KSLC,0.518611,0.7
KSTL,0.518611,0.7
KTUS,0.518611,0.3
KABQ,0.535278,0.5
KATL,0.535278,2.3
KBNA,0.535278,0.2
KCLT,0.535278,1.0
KDAL,0.535278,0.5
KDCA,0.535278,0.8
KDEN,0.535278,0.9
KDFW,0.535278,0.8
KDTW,0.535278,1.2
KELP,0.535278,0.2
KEWR,0.535278,0.8
KHOU,0.535278,0.5
KIAH,0.535278,0.7
KJFK,0.535278,0.2
KLAX,0.535278,2.0
KLGA,0.535278,1.0
KMCO,0.535278,0.7
KMDW,0.535278,0.5
